"ENSEMBL","SYMBOL","biotype","geneloc"
"ENSG00000133858"," ZFC3H1"," protein_coding","chr12:71609599-71667725"
"ENSG00000145241"," CENPC"," protein_coding","chr4:67468762-67545503"
"ENSG00000148841"," ITPRIP"," protein_coding","chr10:104309698-104338465"
"ENSG00000138286"," FAM149B1"," protein_coding","chr10:73168119-73244504"
"ENSG00000185947"," ZNF267"," protein_coding","chr16:31873807-31917357"
"ENSG00000243830",NA,NA,"chr12:8460618-8461232"
"ENSG00000232499",NA,NA,"chr1:113449700-113450728"
"ENSG00000123643"," SLC36A1"," protein_coding","chr5:151437046-151492379"
"ENSG00000183527"," PSMG1"," protein_coding","chr21:39174769-39183488"
"ENSG00000241370"," RPP21"," protein_coding","chr6:30345131-30346884"
"ENSG00000143033"," MTF2"," protein_coding","chr1:93079235-93139079"
"ENSG00000133313"," CNDP2"," protein_coding","chr18:74495816-74523454"
"ENSG00000197279"," ZNF165"," protein_coding","chr6:28080568-28089563"
"ENSG00000183597"," TANGO2"," protein_coding","chr22:20017014-20067164"
"ENSG00000077238"," IL4R"," protein_coding","chr16:27313668-27364778"
"ENSG00000060971"," ACAA1"," protein_coding","chr3:38103129-38137242"
"ENSG00000116990"," MYCL"," protein_coding","chr1:39895426-39902256"
"ENSG00000161048"," NAPEPLD"," protein_coding","chr7:103099776-103149560"
"ENSG00000253710"," ALG11"," protein_coding","chr13:52012391-52079232"
"ENSG00000119599"," DCAF4"," protein_coding","chr14:72926377-72959703"
"ENSG00000232112"," TMA7"," protein_coding","chr3:48440257-48444208"
"ENSG00000183495"," EP400"," protein_coding","chr12:131949942-132080460"
"ENSG00000260853",NA,NA,"chr16:28952816-28966883"
"ENSG00000225536"," STIP1P3"," processed_pseudogene","chrX:86084716-86086339"
"ENSG00000230337"," EXOSC10-AS1"," lncRNA","chr1:11099675-11102100"
"ENSG00000249471"," ZNF324B"," protein_coding","chr19:58451611-58457833"
"ENSG00000108561"," C1QBP"," protein_coding","chr17:5432777-5448830"
"ENSG00000176225"," RTTN"," protein_coding","chr18:70003031-70205726"
"ENSG00000110442"," COMMD9"," protein_coding","chr11:36269284-36289449"
"ENSG00000261770",NA,NA,"chr19:27757184-27760849"
"ENSG00000262904"," TMPOP2"," processed_pseudogene","chr16:74667506-74668706"
"ENSG00000205559"," CHKB-DT"," lncRNA","chr22:50583026-50595634"
"ENSG00000141543"," EIF4A3"," protein_coding","chr17:80134369-80147151"
"ENSG00000271687"," MTND5P10"," processed_pseudogene","chr5:100046977-100048785"
"ENSG00000165810"," BTNL9"," protein_coding","chr5:181040225-181061521"
"ENSG00000196305"," IARS1"," protein_coding","chr9:92210207-92293854"
"ENSG00000148481"," MINDY3"," protein_coding","chr10:15778170-15860507"
"ENSG00000232648",NA,NA,"chr4:183494884-183504494"
"ENSG00000228072",NA,NA,"chr9:33512959-33514773"
"ENSG00000172575"," RASGRP1"," protein_coding","chr15:38488103-38565575"
"ENSG00000140395"," WDR61"," protein_coding","chr15:78277835-78299703"
"ENSG00000213139"," CRYGS"," protein_coding","chr3:186538441-186546702"
"ENSG00000131849"," ZNF132"," protein_coding","chr19:58432814-58440153"
"ENSG00000229127"," KANSL1L-AS1"," lncRNA","chr2:210030572-210064356"
"ENSG00000176915"," ANKLE2"," protein_coding","chr12:132725503-132761832"
"ENSG00000103064"," SLC7A6"," protein_coding","chr16:68264516-68301823"
"ENSG00000235028"," HMGN1P30"," processed_pseudogene","chr18:58018794-58019061"
"ENSG00000152795"," HNRNPDL"," protein_coding","chr4:82422565-82430462"
"ENSG00000229204"," PTGES3P3"," processed_pseudogene","chr4:169791221-169791702"
"ENSG00000076650"," GPATCH1"," protein_coding","chr19:33080899-33130542"
"ENSG00000140497"," SCAMP2"," protein_coding","chr15:74843730-74873365"
"ENSG00000196081"," ZNF724"," protein_coding","chr19:23221599-23250394"
"ENSG00000254093"," PINX1"," protein_coding","chr8:10764961-10839884"
"ENSG00000183077"," AFMID"," protein_coding","chr17:78187317-78207701"
"ENSG00000173442"," EHBP1L1"," protein_coding","chr11:65576046-65592650"
"ENSG00000233966"," UBE2SP1"," processed_pseudogene","chr17:15704232-15704900"
"ENSG00000126461"," SCAF1"," protein_coding","chr19:49642209-49658642"
"ENSG00000139644"," TMBIM6"," protein_coding","chr12:49707725-49764934"
"ENSG00000179750"," APOBEC3B"," protein_coding","chr22:38982347-38992804"
"ENSG00000127526"," SLC35E1"," protein_coding","chr19:16549831-16572415"
"ENSG00000168066"," SF1"," protein_coding","chr11:64764606-64778786"
"ENSG00000165502"," RPL36AL"," protein_coding","chr14:49618530-49620626"
"ENSG00000224059"," HSPA8P16"," processed_pseudogene","chr7:85027828-85029692"
"ENSG00000218283"," MORF4L1P1"," processed_pseudogene","chr1:220253570-220254536"
"ENSG00000229152"," ANKRD10-IT1"," lncRNA","chr13:110894639-110899172"
"ENSG00000144182"," LIPT1"," protein_coding","chr2:99154955-99163157"
"ENSG00000119514"," GALNT12"," protein_coding","chr9:98807670-98850081"
"ENSG00000257175",NA,NA,"chr14:18634955-18637208"
"ENSG00000105339"," DENND3"," protein_coding","chr8:141117278-141195808"
"ENSG00000138658"," ZGRF1"," protein_coding","chr4:112539333-112636995"
"ENSG00000253492"," CDH12P3"," unprocessed_pseudogene","chr5:70132679-70132973"
"ENSG00000226800"," CACTIN-AS1"," lncRNA","chr19:3607247-3613930"
"ENSG00000236539"," HNRNPA1P54"," processed_pseudogene","chr1:179447602-179457315"
"ENSG00000086758"," HUWE1"," protein_coding","chrX:53532096-53686728"
"ENSG00000213881"," NPM1P6"," processed_pseudogene","chr8:61202350-61203220"
"ENSG00000197021"," EOLA2"," protein_coding","chrX:149929527-149938700"
"ENSG00000087088"," BAX"," protein_coding","chr19:48954815-48961798"
"ENSG00000184162"," NR2C2AP"," protein_coding","chr19:19201409-19203414"
"ENSG00000157578"," LCA5L"," protein_coding","chr21:39405728-39445805"
"ENSG00000168724"," DNAJC21"," protein_coding","chr5:34929559-34958964"
"ENSG00000226701"," RPL15P14"," processed_pseudogene","chr10:72189941-72190576"
"ENSG00000257923"," CUX1"," protein_coding","chr7:101815904-102283958"
"ENSG00000259419"," HNRNPCP3"," processed_pseudogene","chr15:79236332-79237206"
"ENSG00000187522"," HSPA14"," protein_coding","chr10:14838306-14871741"
"ENSG00000183022"," TPM3P8"," processed_pseudogene","chr2:230573167-230573809"
"ENSG00000169446"," MMGT1"," protein_coding","chrX:135960588-135974029"
"ENSG00000142892"," PIGK"," protein_coding","chr1:77088989-77219430"
"ENSG00000164221"," CCDC112"," protein_coding","chr5:115267190-115296693"
"ENSG00000089234"," BRAP"," protein_coding","chr12:111642146-111685956"
"ENSG00000186625"," KATNA1"," protein_coding","chr6:149594873-149648972"
"ENSG00000166869"," CHP2"," protein_coding","chr16:23755026-23758935"
"ENSG00000104938"," CLEC4M"," protein_coding","chr19:7763210-7769605"
"ENSG00000137992"," DBT"," protein_coding","chr1:100186919-100249834"
"ENSG00000100804"," PSMB5"," protein_coding","chr14:23016543-23035230"
"ENSG00000014641"," MDH1"," protein_coding","chr2:63588609-63607197"
"ENSG00000134899"," ERCC5"," protein_coding","chr13:102845831-102875995"
"ENSG00000267076"," MIX23P3"," processed_pseudogene","chr18:12211378-12211807"
"ENSG00000139842"," CUL4A"," protein_coding","chr13:113208193-113267108"
"ENSG00000241464"," RPL39P38"," processed_pseudogene","chr19:18285343-18285495"
"ENSG00000140992"," PDPK1"," protein_coding","chr16:2537979-2603188"
"ENSG00000197879"," MYO1C"," protein_coding","chr17:1464186-1492686"
"ENSG00000198429"," ZNF69"," protein_coding","chr19:11887782-11914329"
"ENSG00000162368"," CMPK1"," protein_coding","chr1:47333790-47378839"
"ENSG00000139793"," MBNL2"," protein_coding","chr13:97221434-97394120"
"ENSG00000180900"," SCRIB"," protein_coding","chr8:143790920-143815773"
"ENSG00000122786"," CALD1"," protein_coding","chr7:134744252-134970729"
"ENSG00000177943"," MAMDC4"," protein_coding","chr9:136850943-136860799"
"ENSG00000121211"," MND1"," protein_coding","chr4:153344649-153415118"
"ENSG00000112039"," FANCE"," protein_coding","chr6:35452338-35467102"
"ENSG00000168765"," GSTM4"," protein_coding","chr1:109656099-109674836"
"ENSG00000185607"," ACTBP7"," processed_pseudogene","chr15:43989061-43990184"
"ENSG00000107371"," EXOSC3"," protein_coding","chr9:37759234-37832117"
"ENSG00000162889"," MAPKAPK2"," protein_coding","chr1:206684905-206734281"
"ENSG00000177370"," TIMM22"," protein_coding","chr17:997129-1003671"
"ENSG00000225580"," PA2G4P5"," processed_pseudogene","chr6:112616703-112617880"
"ENSG00000111863"," ADTRP"," protein_coding","chr6:11712054-11807046"
"ENSG00000148154"," UGCG"," protein_coding","chr9:111896814-111935369"
"ENSG00000102934"," PLLP"," protein_coding","chr16:57248547-57284672"
"ENSG00000160563"," MED27"," protein_coding","chr9:131852928-132079867"
"ENSG00000206579"," XKR4"," protein_coding","chr8:55102028-55542054"
"ENSG00000134490"," TMEM241"," protein_coding","chr18:23197144-23437961"
"ENSG00000269940",NA,NA,"chr14:103694560-103695170"
"ENSG00000168495"," POLR3D"," protein_coding","chr8:22245133-22254601"
"ENSG00000236383"," CCDC200"," protein_coding","chr17:43216941-43305397"
"ENSG00000103404"," USP31"," protein_coding","chr16:23061406-23149452"
"ENSG00000198912"," C1orf174"," protein_coding","chr1:3889125-3900293"
"ENSG00000081386"," ZNF510"," protein_coding","chr9:96754553-96778129"
"ENSG00000101182"," PSMA7"," protein_coding","chr20:62136733-62143440"
"ENSG00000223403"," MEG9"," lncRNA","chr14:101068283-101072937"
"ENSG00000174871"," CNIH2"," protein_coding","chr11:66278175-66285301"
"ENSG00000248049"," UBA6-AS1"," lncRNA","chr4:67701209-68080952"
"ENSG00000163528"," CHCHD4"," protein_coding","chr3:14112077-14124870"
"ENSG00000166200"," COPS2"," protein_coding","chr15:49106068-49155661"
"ENSG00000156804"," FBXO32"," protein_coding","chr8:123497889-123541206"
"ENSG00000198590"," C3orf35"," lncRNA","chr3:37381062-37440186"
"ENSG00000117480"," FAAH"," protein_coding","chr1:46394317-46413848"
"ENSG00000180104"," EXOC3"," protein_coding","chr5:443175-471937"
"ENSG00000236204"," LINC01376"," lncRNA","chr2:18986451-19348067"
"ENSG00000181924"," COA4"," protein_coding","chr11:73872667-73876901"
"ENSG00000249641"," HOXC13-AS"," lncRNA","chr12:53935328-53939643"
"ENSG00000238164"," TNFRSF14-AS1"," lncRNA","chr1:2549920-2557031"
"ENSG00000255883"," FUNDC2P1"," processed_pseudogene","chr5:73508685-73509254"
"ENSG00000117859"," OSBPL9"," protein_coding","chr1:51577179-51798427"
"ENSG00000147669"," POLR2K"," protein_coding","chr8:100150623-100154003"
"ENSG00000149483"," TMEM138"," protein_coding","chr11:61362344-61369509"
"ENSG00000059691"," GATB"," protein_coding","chr4:151670504-151761007"
"ENSG00000253326",NA,NA,"chr1:243054861-243056394"
"ENSG00000123104"," ITPR2"," protein_coding","chr12:26335352-26833194"
"ENSG00000272686"," WASL-DT"," lncRNA","chr7:123749068-123751166"
"ENSG00000162972"," MAIP1"," protein_coding","chr2:199955317-200008540"
"ENSG00000113068"," PFDN1"," protein_coding","chr5:140245035-140303113"
"ENSG00000248367",NA,NA,"chr5:180293245-180295253"
"ENSG00000160584"," SIK3"," protein_coding","chr11:116843402-117098437"
"ENSG00000220937"," HNRNPA1P41"," processed_pseudogene","chr9:4944670-4945902"
"ENSG00000196411"," EPHB4"," protein_coding","chr7:100802565-100827523"
"ENSG00000260804"," LINC01963"," lncRNA","chr2:216217045-216220192"
"ENSG00000149262"," INTS4"," protein_coding","chr11:77878720-77994671"
"ENSG00000225057",NA,NA,"chr2:238231684-238255633"
"ENSG00000078061"," ARAF"," protein_coding","chrX:47561205-47571908"
"ENSG00000167384"," ZNF180"," protein_coding","chr19:44474428-44500524"
"ENSG00000112033"," PPARD"," protein_coding","chr6:35342558-35428191"
"ENSG00000177084"," POLE"," protein_coding","chr12:132623753-132687376"
"ENSG00000198064"," NPIPB13"," protein_coding","chr16:30222937-30254510"
"ENSG00000271198"," VDAC3P1"," processed_pseudogene","chr14:99964529-99965378"
"ENSG00000235674"," LDHAP2"," processed_pseudogene","chr1:235738005-235738989"
"ENSG00000186468"," RPS23"," protein_coding","chr5:82273320-82278396"
"ENSG00000261067",NA,NA,"chr16:28974804-28990775"
"ENSG00000262728",NA,NA,"chr15:32585524-32615158"
"ENSG00000163655"," GMPS"," protein_coding","chr3:155870650-155944020"
"ENSG00000075568"," TMEM131"," protein_coding","chr2:97756333-97995948"
"ENSG00000141854"," MISP3"," protein_coding","chr19:14072536-14075062"
"ENSG00000126249"," PDCD2L"," protein_coding","chr19:34404399-34426168"
"ENSG00000179965"," ZNF771"," protein_coding","chr16:30407414-30431108"
"ENSG00000143376"," SNX27"," protein_coding","chr1:151612006-151699091"
"ENSG00000013306"," SLC25A39"," protein_coding","chr17:44319625-44324870"
"ENSG00000255993"," PSMC1P9"," processed_pseudogene","chr12:18692762-18694096"
"ENSG00000163945"," UVSSA"," protein_coding","chr4:1345691-1395989"
"ENSG00000185829"," ARL17A"," protein_coding","chr17:46516702-46579691"
"ENSG00000187866"," PABIR1"," protein_coding","chr9:68780065-68785566"
"ENSG00000106100"," NOD1"," protein_coding","chr7:30424527-30478784"
"ENSG00000187848"," P2RX2"," protein_coding","chr12:132618776-132622388"
"ENSG00000260318"," COX6CP1"," processed_pseudogene","chr16:11903923-11904137"
"ENSG00000102580"," DNAJC3"," protein_coding","chr13:95677139-95794988"
"ENSG00000261338",NA,NA,"chr2:218255319-218257366"
"ENSG00000188460"," ACTBP11"," processed_pseudogene","chr1:223863726-223864851"
"ENSG00000065802"," ASB1"," protein_coding","chr2:238426742-238452250"
"ENSG00000182180"," MRPS16"," protein_coding","chr10:73248843-73252693"
"ENSG00000181163"," NPM1"," protein_coding","chr5:171387116-171411810"
"ENSG00000116260"," QSOX1"," protein_coding","chr1:180154869-180204030"
"ENSG00000232060"," SLC4A1APP1"," processed_pseudogene","chr9:30558880-30559481"
"ENSG00000248275"," TRIM52-AS1"," lncRNA","chr5:181261169-181272307"
"ENSG00000224856"," RPL35AP36"," processed_pseudogene","chr22:43957027-43957348"
"ENSG00000156853"," ZNF689"," protein_coding","chr16:30602558-30624012"
"ENSG00000286129",NA,NA,"chr22:22298124-22329122"
"ENSG00000270587",NA,NA,"chr17:63610772-63611184"
"ENSG00000148450"," MSRB2"," protein_coding","chr10:23095579-23122013"
"ENSG00000146416"," AIG1"," protein_coding","chr6:143060496-143341058"
"ENSG00000116793"," PHTF1"," protein_coding","chr1:113696831-113759489"
"ENSG00000159267"," HLCS"," protein_coding","chr21:36748626-36990236"
"ENSG00000105948"," TTC26"," protein_coding","chr7:139133744-139191986"
"ENSG00000109680"," TBC1D19"," protein_coding","chr4:26576437-26756223"
"ENSG00000271086"," NAMA"," lncRNA","chr9:99355337-99377240"
"ENSG00000178093"," TSSK6"," protein_coding","chr19:19512418-19515548"
"ENSG00000189190"," ZNF600"," protein_coding","chr19:52749942-52786807"
"ENSG00000163359"," COL6A3"," protein_coding","chr2:237324003-237414328"
"ENSG00000065883"," CDK13"," protein_coding","chr7:39950121-40099580"
"ENSG00000125871"," MGME1"," protein_coding","chr20:17969018-17991122"
"ENSG00000263126",NA,NA,"chr16:67882461-67886367"
"ENSG00000268471"," MIR4453HG"," lncRNA","chr4:152536264-152539263"
"ENSG00000167614"," TTYH1"," protein_coding","chr19:54415219-54436904"
"ENSG00000143933"," CALM2"," protein_coding","chr2:47160083-47176921"
"ENSG00000159251"," ACTC1"," protein_coding","chr15:34790230-34795549"
"ENSG00000188092"," GPR89B"," protein_coding","chr1:147928393-147993592"
"ENSG00000164169"," PRMT9"," protein_coding","chr4:147637785-147684163"
"ENSG00000100393"," EP300"," protein_coding","chr22:41092592-41180077"
"ENSG00000083093"," PALB2"," protein_coding","chr16:23603160-23641310"
"ENSG00000103876"," FAH"," protein_coding","chr15:80152490-80186946"
"ENSG00000250508"," LINC02701"," lncRNA","chr11:68870664-68874542"
"ENSG00000124507"," PACSIN1"," protein_coding","chr6:34466061-34535229"
"ENSG00000023839"," ABCC2"," protein_coding","chr10:99782640-99852594"
"ENSG00000278867",NA,NA,"chr17:32051030-32053208"
"ENSG00000198189"," HSD17B11"," protein_coding","chr4:87336515-87391188"
"ENSG00000211450"," SELENOH"," protein_coding","chr11:57741250-57743554"
"ENSG00000105865"," DUS4L"," protein_coding","chr7:107563484-107578523"
"ENSG00000167220"," HDHD2"," protein_coding","chr18:47107408-47150500"
"ENSG00000114850"," SSR3"," protein_coding","chr3:156539553-156555149"
"ENSG00000147912"," FBXO10"," protein_coding","chr9:37510892-37576380"
"ENSG00000135870"," RC3H1"," protein_coding","chr1:173931084-174022357"
"ENSG00000024862"," CCDC28A"," protein_coding","chr6:138773769-138793319"
"ENSG00000214144",NA,NA,"chr1:247229940-247231880"
"ENSG00000223547"," ZNF844"," protein_coding","chr19:12064731-12081565"
"ENSG00000204577"," LILRB3"," protein_coding","chr19:54216278-54223506"
"ENSG00000229700",NA,NA,"chr6:20042455-20042940"
"ENSG00000229083"," PSMA6P2"," processed_pseudogene","chrX:12825840-12826833"
"ENSG00000174151"," CYB561D1"," protein_coding","chr1:109494052-109502932"
"ENSG00000136536"," MARCHF7"," protein_coding","chr2:159712457-159771027"
"ENSG00000268049",NA,NA,"chr19:58357999-58359603"
"ENSG00000121578"," B4GALT4"," protein_coding","chr3:119211732-119240946"
"ENSG00000106635"," BCL7B"," protein_coding","chr7:73536356-73557690"
"ENSG00000065029"," ZNF76"," protein_coding","chr6:35258909-35295985"
"ENSG00000152767"," FARP1"," protein_coding","chr13:98142562-98455176"
"ENSG00000108958",NA,NA,"chr17:1858039-1858446"
"ENSG00000214552"," COPS8P2"," processed_pseudogene","chr3:68145004-68145630"
"ENSG00000040633"," PHF23"," protein_coding","chr17:7235029-7239722"
"ENSG00000143252"," SDHC"," protein_coding","chr1:161314381-161363206"
"ENSG00000170677"," SOCS6"," protein_coding","chr18:70289045-70330199"
"ENSG00000100138"," SNU13"," protein_coding","chr22:41673933-41690504"
"ENSG00000228889"," UBAC2-AS1"," lncRNA","chr13:99181223-99200757"
"ENSG00000268030",NA,NA,"chr19:18557775-18561560"
"ENSG00000269473"," ZNF132-DT"," lncRNA","chr19:58440448-58445849"
"ENSG00000111077"," TNS2"," protein_coding","chr12:53046969-53064379"
"ENSG00000141441"," GAREM1"," protein_coding","chr18:32124877-32470882"
"ENSG00000101367"," MAPRE1"," protein_coding","chr20:32819954-32850405"
"ENSG00000164815"," ORC5"," protein_coding","chr7:104126341-104208047"
"ENSG00000259699"," HMGB1P8"," processed_pseudogene","chr15:89135547-89136495"
"ENSG00000176927"," EFCAB5"," protein_coding","chr17:29929200-30108452"
"ENSG00000275734",NA,NA,"chr16:89671568-89685304"
"ENSG00000126226"," PCID2"," protein_coding","chr13:113177536-113208715"
"ENSG00000103657"," HERC1"," protein_coding","chr15:63608618-63833948"
"ENSG00000278238",NA,NA,"chr13:52454775-52455331"
"ENSG00000241258"," CRCP"," protein_coding","chr7:66114604-66154568"
"ENSG00000254473",NA,NA,"chr9:83707594-83713378"
"ENSG00000135763"," URB2"," protein_coding","chr1:229626247-229660200"
"ENSG00000128829"," EIF2AK4"," protein_coding","chr15:39934115-40035591"
"ENSG00000101417"," PXMP4"," protein_coding","chr20:33702758-33720319"
"ENSG00000260007",NA,NA,"chr15:68184032-68229718"
"ENSG00000232442"," MHENCR"," lncRNA","chr20:63627227-63628824"
"ENSG00000163467"," TSACC"," protein_coding","chr1:156337314-156346995"
